mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Ottava:8va	decrescendo_hairpin	crescendo_hairpin	TextLine
33	33	1919/16	1919/16	0.0	1/4	1/4	Spanner	6/8	1	1	0														22		
33	33	1919/16	1919/16	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	447		articStaccatoBelow							44		22		
33	33	1923/16	1923/16	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	448		articStaccatoBelow									22		
33	33	1927/16	1927/16	0.0	3/8	3/8	Spanner	6/8	1	1	0																
33	33	1935/16	1935/16	0.0	1/2	1/2	Spanner	6/8	1	1	0														23		
33	33	1935/16	1935/16	0.25	1/2	1/2	Chord	6/8	1	1	1/16	1/16	1	449		articStaccatoBelow							45		23		
33	33	1939/16	1939/16	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	450		articStaccatoBelow									23		
33	33	1943/16	1943/16	0.0	5/8	5/8	Spanner	6/8	1	1	0																
34	34	1951/16	1951/16	0.0	0	0	Tempo	6/8	1	1	0							𝅘𝅥𝅮=85	43.0	𝅘𝅥𝅮	85.0	1.0					
34	34	1951/16	1951/16	0.0	0	0	StaffText	6/8	1	1	0						<i>molto espress.</i>										
34	34	1959/16	1959/16	0.5	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	451		articTenutoBelow											
34	34	1975/16	1975/16	0.5	3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	452		articTenutoBelow											
34	34	1991/16	1991/16	0.5	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	453		articTenutoBelow											
35	35	1999/16	1999/16	0.0	0	0	StaffText	6/8	1	1	0						<i>accel.</i>										
35	35	1999/16	1999/16	0.2	0	0	Chord	6/8	1	1	1/20	1/8	2/5	454													
35	35	10011/80	10011/80	0.2	1/20	1/20	Chord	6/8	1	1	1/20	1/8	2/5	455													
35	35	10027/80	10027/80	0.2	1/10	1/10	Chord	6/8	1	1	1/20	1/8	2/5	456													
35	35	10043/80	10043/80	0.0	3/20	3/20	Spanner	6/8	1	1	0															21	
35	35	10043/80	10043/80	0.2	3/20	3/20	Chord	6/8	1	1	1/20	1/8	2/5	457												21	
35	35	10059/80	10059/80	0.2	1/5	1/5	Chord	6/8	1	1	1/20	1/8	2/5	458												21	
35	35	2015/16	2015/16	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	459												21	
35	35	2019/16	2019/16	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	460												21	
35	35	2023/16	2023/16	0.25	3/8	3/8	Chord	6/8	1	1	1/16	1/16	1	461												21	
35	35	2027/16	2027/16	0.25	7/16	7/16	Chord	6/8	1	1	1/16	1/16	1	462												21	
35	35	2031/16	2031/16	0.125	1/2	1/2	Chord	6/8	1	1	1/32	1/32	1	463												21	
35	35	2033/16	2033/16	0.125	17/32	17/32	Chord	6/8	1	1	1/32	1/32	1	464												21	
35	35	2035/16	2035/16	0.125	9/16	9/16	Chord	6/8	1	1	1/32	1/32	1	465												21	
35	35	2037/16	2037/16	0.125	19/32	19/32	Chord	6/8	1	1	1/32	1/32	1	466												21	
35	35	2039/16	2039/16	0.0625	5/8	5/8	Chord	6/8	1	1	1/64	1/64	1	467												21	
35	35	255/2	255/2	0.0625	41/64	41/64	Chord	6/8	1	1	1/64	1/64	1	468												21	
35	35	2041/16	2041/16	0.0625	21/32	21/32	Chord	6/8	1	1	1/64	1/64	1	469												21	
35	35	1021/8	1021/8	0.0625	43/64	43/64	Chord	6/8	1	1	1/64	1/64	1	470												21	
35	35	2043/16	2043/16	0.03125	11/16	11/16	Chord	6/8	1	1	1/128	1/128	1	471												21	
35	35	4087/32	4087/32	0.03125	89/128	89/128	Chord	6/8	1	1	1/128	1/128	1	472												21	
35	35	511/4	511/4	0.03125	45/64	45/64	Chord	6/8	1	1	1/128	1/128	1	473												21	
35	35	4089/32	4089/32	0.03125	91/128	91/128	Chord	6/8	1	1	1/128	1/128	1	474												21	
35	35	2045/16	2045/16	0.03125	23/32	23/32	Chord	6/8	1	1	1/128	1/128	1	475												21	
35	35	4091/32	4091/32	0.0	93/128	93/128	Spanner	6/8	1	1	0																
35	35	1999/16	1999/16	2.0	0	0	Chord	6/8	2	1	1/2	1/2	1	476													
35	35	2031/16	2031/16	2.0	1/2	1/2	Chord	6/8	2	1	1/2	1/2	1	477													
36	36	2063/16	2063/16	0.0	0	0	Tempo	9/8	1	1	0							𝅘𝅥𝅮=70-76	35.0			1.0					
36	36	2063/16	2063/16	0.75	0	0	Chord	9/8	1	1	3/16	1/8	3/2	478													
36	36	2075/16	2075/16	0.25	3/16	3/16	Chord	9/8	1	1	1/16	1/16	1	479													
36	36	2079/16	2079/16	0.5	1/4	1/4	Chord	9/8	1	1	1/8	1/8	1	480													
36	36	2087/16	2087/16	1.5	3/8	3/8	Chord	9/8	1	1	3/8	1/4	3/2	481													
36	36	2115/16	2115/16	0.0	13/16	13/16	StaffText	9/8	1	1	0						<i>molto espress.</i>										
36	36	2115/16	2115/16	0.0	13/16	13/16	Spanner	9/8	1	1	0															22	
36	36	2115/16	2115/16	0.25	13/16	13/16	Chord	9/8	1	1	1/16	1/16	1	482		articTenutoAbove							46			22	
36	36	2123/16	2123/16	0.25	15/16	15/16	Chord	9/8	1	1	1/16	1/16	1	483		articTenutoAbove							46			22	
36	36	2127/16	2127/16	0.0	1	1	StaffText	9/8	1	1	0						<i>sempre </i>						46			22	
36	36	2127/16	2127/16	0.0	1	1	Dynamic	9/8	1	1	0				p								46			22	
36	36	2131/16	2131/16	0.25	17/16	17/16	Chord	9/8	1	1	1/16	1/16	1	484		articTenutoAbove							46			22	
36	36	2063/16	2063/16	1.5	0	0	Chord	9/8	1	2	3/8	1/4	3/2	485												22	
36	36	2087/16	2087/16	0.5	3/8	3/8	Chord	9/8	1	2	1/8	1/8	1	486												22	
36	36	2095/16	2095/16	1.0	1/2	1/2	Chord	9/8	1	2	1/4	1/4	1	487		articAccentBelow										22	
36	36	2111/16	2111/16	1.5	3/4	3/4	Chord	9/8	1	2	3/8	1/4	3/2	488												22	
36	36	2063/16	2063/16	1.5	0	0	Chord	9/8	2	1	3/8	1/4	3/2	489									47				
36	36	2087/16	2087/16	0.5	3/8	3/8	Chord	9/8	2	1	1/8	1/8	1	490													
36	36	2095/16	2095/16	1.0	1/2	1/2	Chord	9/8	2	1	1/4	1/4	1	491		articAccentAbove											
36	36	2111/16	2111/16	1.5	3/4	3/4	Chord	9/8	2	1	3/8	1/4	3/2	492													
37	37	2135/16	2135/16	0.0	0	0	Spanner	6/8	1	1	0												46				
37	37	2135/16	2135/16	0.75	0	0	Chord	6/8	1	1	3/16	1/8	3/2	493									46				
37	37	2147/16	2147/16	0.25	3/16	3/16	Chord	6/8	1	1	1/16	1/16	1	494									46				
37	37	2151/16	2151/16	0.25	1/4	1/4	Chord	6/8	1	1	1/16	1/16	1	495									46				
37	37	2155/16	2155/16	0.25	5/16	5/16	Chord	6/8	1	1	1/16	1/16	1	496									46				
37	37	2159/16	2159/16	0.75	3/8	3/8	Chord	6/8	1	1	3/16	1/8	3/2	497													
37	37	2171/16	2171/16	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	498									48				
37	37	2175/16	2175/16	0.16666666666666666	5/8	5/8	Chord	6/8	1	1	1/24	1/16	2/3	499									48				
37	37	6533/48	6533/48	0.16666666666666666	2/3	2/3	Chord	6/8	1	1	1/24	1/16	2/3	500									48				
37	37	6541/48	6541/48	0.16666666666666666	17/24	17/24	Chord	6/8	1	1	1/24	1/16	2/3	501									48				
37	37	2135/16	2135/16	1.5	0	0	Chord	6/8	1	3	3/8	1/4	3/2	502													
37	37	2135/16	2135/16	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	503													
37	37	2159/16	2159/16	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	504													
38	38	2183/16	2183/16	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	505									48				
38	38	2191/16	2191/16	0.16666666666666666	1/8	1/8	Chord	6/8	1	1	1/24	1/16	2/3	506									48				
38	38	6581/48	6581/48	0.16666666666666666	1/6	1/6	Chord	6/8	1	1	1/24	1/16	2/3	507									48				
38	38	6589/48	6589/48	0.16666666666666666	5/24	5/24	Chord	6/8	1	1	1/24	1/16	2/3	508									48				
38	38	2199/16	2199/16	0.16666666666666666	1/4	1/4	Chord	6/8	1	1	1/24	1/16	2/3	509									48				
38	38	6605/48	6605/48	0.16666666666666666	7/24	7/24	Chord	6/8	1	1	1/24	1/16	2/3	510		articTenutoStaccatoBelow							48				
38	38	6613/48	6613/48	0.16666666666666666	1/3	1/3	Chord	6/8	1	1	1/24	1/16	2/3	511		articTenutoStaccatoBelow							48				
38	38	2207/16	2207/16	0.75	3/8	3/8	Chord	6/8	1	1	3/16	1/8	3/2	512													
38	38	2219/16	2219/16	0.25	9/16	9/16	Chord	6/8	1	1	1/16	1/16	1	513									49				
38	38	2223/16	2223/16	0.1	5/8	5/8	Chord	6/8	1	1	1/40	1/32	4/5	514									49				
38	38	11123/80	11123/80	0.1	13/20	13/20	Chord	6/8	1	1	1/40	1/32	4/5	515									49				
38	38	11131/80	11131/80	0.1	27/40	27/40	Chord	6/8	1	1	1/40	1/32	4/5	516									49				
38	38	11139/80	11139/80	0.1	7/10	7/10	Chord	6/8	1	1	1/40	1/32	4/5	517									49				
38	38	11147/80	11147/80	0.1	29/40	29/40	Chord	6/8	1	1	1/40	1/32	4/5	518									49				
38	38	2183/16	2183/16	1.5	0	0	Chord	6/8	2	1	3/8	1/4	3/2	519													
38	38	2207/16	2207/16	1.5	3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	520													
39	39	2231/16	2231/16	0.5	0	0	Chord	6/8	1	1	1/8	1/8	1	521									49				
39	39	2239/16	2239/16	0.16666666666666666	1/8	1/8	Chord	6/8	1	1	1/24	1/16	2/3	522									49				
39	39	6725/48	6725/48	0.16666666666666666	1/6	1/6	Chord	6/8	1	1	1/24	1/16	2/3	523									49				
39	39	6733/48	6733/48	0.16666666666666666	5/24	5/24	Chord	6/8	1	1	1/24	1/16	2/3	524									49				
39	39	2247/16	2247/16	0.1	1/4	1/4	Chord	6/8	1	1	1/40	1/32	4/5	525									49				
39	39	11243/80	11243/80	0.1	11/40	11/40	Chord	6/8	1	1	1/40	1/32	4/5	526									49				
39	39	11251/80	11251/80	0.1	3/10	3/10	Chord	6/8	1	1	1/40	1/32	4/5	527		articTenutoStaccatoBelow							49				
39	39	11259/80	11259/80	0.1	13/40	13/40	Chord	6/8	1	1	1/40	1/32	4/5	528		articTenutoStaccatoBelow							49				
39	39	11267/80	11267/80	0.1	7/20	7/20	Chord	6/8	1	1	1/40	1/32	4/5	529		articTenutoStaccatoBelow							49				
39	39	2255/16	2255/16	0.875	3/8	3/8	Chord	6/8	1	1	7/32	1/8	7/4	530													
39	39	2263/16	2263/16	0.0	1/2	1/2	Dynamic	6/8	1	1	0				pp												
39	39	2269/16	2269/16	0.125	19/32	19/32	Chord	6/8	1	1	1/32	1/32	1	531									50				
39	39	2271/16	2271/16	0.125	5/8	5/8	Chord	6/8	1	1	1/32	1/32	1	532									50				
39	39	2273/16	2273/16	0.125	21/32	21/32	Chord	6/8	1	1	1/32	1/32	1	533									50				
39	39	2275/16	2275/16	0.125	11/16	11/16	Chord	6/8	1	1	1/32	1/32	1	534									50				
39	39	2277/16	2277/16	0.125	23/32	23/32	Chord	6/8	1	1	1/32	1/32	1	535									50				
39	39	2231/16	2231/16	0.5	0	0	Chord	6/8	1	2	1/8	1/8	1	536									51				
39	39	2239/16	2239/16	1.0	1/8	1/8	Chord	6/8	1	2	1/4	1/4	1	537													
39	39	2263/16	2263/16	1.0	1/2	1/2	Chord	6/8	1	2	1/4	1/4	1	538													
39	39	2231/16	2231/16	0.5	0	0	Chord	6/8	2	1	1/8	1/8	1	539									52				
39	39	2239/16	2239/16	1.0	1/8	1/8	Chord	6/8	2	1	1/4	1/4	1	540													
39	39	2263/16	2263/16	1.0	1/2	1/2	Chord	6/8	2	1	1/4	1/4	1	541													
39	39	2231/16	2231/16	1.5	0	0	Chord	6/8	2	3	3/8	1/4	3/2	542													
40	40	2279/16	2279/16	0.875	0	0	Chord	9/8	1	1	7/32	1/8	7/4	543		articAccentAbove											
40	40	2293/16	2293/16	0.0	7/32	7/32	Spanner	9/8	1	1	0															23	
40	40	2293/16	2293/16	0.125	7/32	7/32	Chord	9/8	1	1	1/32	1/32	1	544									53			23	
40	40	2295/16	2295/16	0.1	1/4	1/4	Chord	9/8	1	1	1/40	1/32	4/5	545									53			23	
40	40	11483/80	11483/80	0.1	11/40	11/40	Chord	9/8	1	1	1/40	1/32	4/5	546									53			23	
40	40	11491/80	11491/80	0.1	3/10	3/10	Chord	9/8	1	1	1/40	1/32	4/5	547									53			23	
40	40	11499/80	11499/80	0.1	13/40	13/40	Chord	9/8	1	1	1/40	1/32	4/5	548									53			23	
40	40	11507/80	11507/80	0.1	7/20	7/20	Chord	9/8	1	1	1/40	1/32	4/5	549									53			23	
40	40	2303/16	2303/16	0.0	3/8	3/8	Spanner	9/8	1	1	0																
40	40	2303/16	2303/16	0.875	3/8	3/8	Chord	9/8	1	1	7/32	1/8	7/4	550		articAccentAbove											
40	40	2317/16	2317/16	0.0	19/32	19/32	Spanner	9/8	1	1	0															24	
40	40	2317/16	2317/16	0.125	19/32	19/32	Chord	9/8	1	1	1/32	1/32	1	551									54			24	
40	40	2319/16	2319/16	0.1	5/8	5/8	Chord	9/8	1	1	1/40	1/32	4/5	552									54			24	
40	40	11603/80	11603/80	0.1	13/20	13/20	Chord	9/8	1	1	1/40	1/32	4/5	553									54			24	
40	40	11611/80	11611/80	0.1	27/40	27/40	Chord	9/8	1	1	1/40	1/32	4/5	554									54			24	
40	40	11619/80	11619/80	0.1	7/10	7/10	Chord	9/8	1	1	1/40	1/32	4/5	555									54			24	
40	40	11627/80	11627/80	0.1	29/40	29/40	Chord	9/8	1	1	1/40	1/32	4/5	556									54			24	
40	40	2327/16	2327/16	0.0	3/4	3/4	Spanner	9/8	1	1	0																
40	40	2327/16	2327/16	0.875	3/4	3/4	Chord	9/8	1	1	7/32	1/8	7/4	557													
40	40	2341/16	2341/16	0.0	31/32	31/32	Spanner	9/8	1	1	0															25	
40	40	2341/16	2341/16	0.125	31/32	31/32	Chord	9/8	1	1	1/32	1/32	1	558		articAccentBelow							55			25	
40	40	2343/16	2343/16	0.0	1	1	StaffText	9/8	1	1	0						<i>più</i>						55			25	
40	40	2343/16	2343/16	0.08333333333333333	1	1	Chord	9/8	1	1	1/48	1/32	2/3	559									55			25	
40	40	7033/48	7033/48	0.08333333333333333	49/48	49/48	Chord	9/8	1	1	1/48	1/32	2/3	560									55			25	
40	40	7037/48	7037/48	0.08333333333333333	25/24	25/24	Chord	9/8	1	1	1/48	1/32	2/3	561									55			25	
40	40	2347/16	2347/16	0.08333333333333333	17/16	17/16	Chord	9/8	1	1	1/48	1/32	2/3	562									55			25	
40	40	7045/48	7045/48	0.08333333333333333	13/12	13/12	Chord	9/8	1	1	1/48	1/32	2/3	563									55			25	
40	40	7049/48	7049/48	0.08333333333333333	53/48	53/48	Chord	9/8	1	1	1/48	1/32	2/3	564									55			25	
40	40	2287/16	2287/16	1.0	1/8	1/8	Chord	9/8	1	2	1/4	1/4	1	565												25	
40	40	2311/16	2311/16	1.0	1/2	1/2	Chord	9/8	1	2	1/4	1/4	1	566												25	
40	40	2287/16	2287/16	1.0	1/8	1/8	Chord	9/8	2	1	1/4	1/4	1	567													
40	40	2311/16	2311/16	1.0	1/2	1/2	Chord	9/8	2	1	1/4	1/4	1	568													
40	40	2335/16	2335/16	1.0	7/8	7/8	Chord	9/8	2	1	1/4	1/4	1	569													
41	41	2351/16	2351/16	0.75	0	0	Chord	9/8	1	1	3/16	1/8	3/2	570									55			25	
41	41	2363/16	2363/16	0.0	3/16	3/16	Spanner	9/8	1	1	0												55				
41	41	2363/16	2363/16	0.25	3/16	3/16	Chord	9/8	1	1	1/16	1/16	1	571									55				
41	41	2367/16	2367/16	0.0	1/4	1/4	Spanner	9/8	1	1	0																0
41	41	2367/16	2367/16	0.5	1/4	1/4	Chord	9/8	1	1	1/8	1/8	1	572													0
41	41	2375/16	2375/16	0.0	3/8	3/8	Spanner	9/8	1	1	0																
41	41	2399/16	2399/16	0.0	3/4	3/4	Spanner	9/8	1	1	0																1
41	41	2399/16	2399/16	0.0	3/4	3/4	Spanner	9/8	1	1	0																1, 2
41	41	2415/16	2415/16	0.0	1	1	Spanner	9/8	1	1	0																
41	41	2415/16	2415/16	0.0	1	1	Spanner	9/8	1	1	0																
41	41	2415/16	2415/16	0.5	1	1	Chord	9/8	1	1	1/8	1/8	1	573									56				
41	41	2415/16	2415/16	0.5	1	1	Chord	9/8	1	3	1/8	1/8	1	574									57				
41	41	2351/16	2351/16	1.5	0	0	Chord	9/8	2	1	3/8	1/4	3/2	575													
41	41	2375/16	2375/16	0.0	3/8	3/8	Dynamic	9/8	2	1	0				pp												
41	41	2375/16	2375/16	3.0	3/8	3/8	Chord	9/8	2	1	3/4	1/2	3/2	576													
41	41	2351/16	2351/16	1.5	0	0	Chord	9/8	2	3	3/8	1/4	3/2	577													
41	41	2375/16	2375/16	3.0	3/8	3/8	Chord	9/8	2	3	3/4	1/2	3/2	578													
42	42	2423/16	2423/16	0.75	0	0	Chord	9/8	1	1	3/16	1/8	3/2	579									56				
42	42	2435/16	2435/16	0.25	3/16	3/16	Chord	9/8	1	1	1/16	1/16	1	580									56				
42	42	2439/16	2439/16	0.5	1/4	1/4	Chord	9/8	1	1	1/8	1/8	1	581									56				
42	42	2447/16	2447/16	0.5	3/8	3/8	Chord	9/8	1	1	1/8	1/8	1	582													
42	42	2423/16	2423/16	0.75	0	0	Chord	9/8	1	3	3/16	1/8	3/2	583									57				
42	42	2435/16	2435/16	0.25	3/16	3/16	Chord	9/8	1	3	1/16	1/16	1	584									57				
42	42	2439/16	2439/16	0.5	1/4	1/4	Chord	9/8	1	3	1/8	1/8	1	585									57				
42	42	2447/16	2447/16	0.5	3/8	3/8	Chord	9/8	1	3	1/8	1/8	1	586													
42	42	2463/16	2463/16	0.0	5/8	5/8	Spanner	9/8	2	1	0																3
42	42	2471/16	2471/16	0.0	3/4	3/4	Dynamic	9/8	2	1	0				ppp												
42	42	2471/16	2471/16	0.0	3/4	3/4	Spanner	9/8	2	1	0																
42	42	2471/16	2471/16	1.5	3/4	3/4	Chord	9/8	2	1	3/8	1/4	3/2	587									58				
42	42	2471/16	2471/16	1.5	3/4	3/4	Chord	9/8	2	3	3/8	1/4	3/2	588									59				
43	43	2519/16	2519/16	0.0	3/8	3/8	Dynamic	9/8	1	1	0				ppp												
43	43	2519/16	2519/16	3.0	3/8	3/8	Chord	9/8	1	1	3/4	1/2	3/2	589		articAccentAbove							60				
43	43	2543/16	2543/16	0.0	3/4	3/4	StaffText	9/8	1	1	0						<i>calando</i>						60				
43	43	2519/16	2519/16	3.0	3/8	3/8	Chord	9/8	1	3	3/4	1/2	3/2	590									61				
43	43	2495/16	2495/16	3.0	0	0	Chord	9/8	2	1	3/4	1/2	3/2	591									58				
43	43	2543/16	2543/16	1.5	3/4	3/4	Chord	9/8	2	1	3/8	1/4	3/2	592									58				
43	43	2495/16	2495/16	3.0	0	0	Chord	9/8	2	2	3/4	1/2	3/2	593													
43	43	2543/16	2543/16	1.5	3/4	3/4	Chord	9/8	2	2	3/8	1/4	3/2	594													
44	44	2567/16	2567/16	3.0	0	0	Chord	9/8	1	1	3/4	1/2	3/2	595									60				
44	44	2615/16	2615/16	1.5	3/4	3/4	Chord	9/8	1	1	3/8	1/4	3/2	596													
44	44	2567/16	2567/16	3.0	0	0	Chord	9/8	1	2	3/4	1/2	3/2	597													
44	44	2615/16	2615/16	1.5	3/4	3/4	Chord	9/8	1	2	3/8	1/4	3/2	598													
44	44	2567/16	2567/16	3.0	0	0	Chord	9/8	2	1	3/4	1/2	3/2	599									58				
44	44	2615/16	2615/16	1.5	3/4	3/4	Chord	9/8	2	1	3/8	1/4	3/2	600													
44	44	2567/16	2567/16	3.0	0	0	Chord	9/8	2	2	3/4	1/2	3/2	601													
44	44	2615/16	2615/16	1.5	3/4	3/4	Chord	9/8	2	2	3/8	1/4	3/2	602													
